 Destination Port; Flow Duration; Total Fwd Packets; Total Backward Packets;Total Length of Fwd Packets; Total Length of Bwd Packets; Fwd Packet Length Max; Fwd Packet Length Min; Fwd Packet Length Mean; Fwd Packet Length Std;Bwd Packet Length Max; Bwd Packet Length Min; Bwd Packet Length Mean; Bwd Packet Length Std; Flow IAT Mean; Flow IAT Std; Flow IAT Max; Flow IAT Min;Fwd IAT Total; Fwd IAT Mean; Fwd IAT Std; Fwd IAT Max; Fwd IAT Min;Bwd IAT Total; Bwd IAT Mean; Bwd IAT Std; Bwd IAT Max; Bwd IAT Min;Fwd PSH Flags; Bwd PSH Flags; Fwd URG Flags; Bwd URG Flags; Fwd Header Length; Bwd Header Length;Fwd Packets/s; Bwd Packets/s; Min Packet Length; Max Packet Length; Packet Length Mean; Packet Length Std; Packet Length Variance;FIN Flag Count; SYN Flag Count; RST Flag Count; PSH Flag Count; ACK Flag Count; URG Flag Count; CWE Flag Count; ECE Flag Count; Down/Up Ratio; Average Packet Size; Avg Fwd Segment Size; Avg Bwd Segment Size; Fwd Header Length;Fwd Avg Bytes/Bulk; Fwd Avg Packets/Bulk; Fwd Avg Bulk Rate; Bwd Avg Bytes/Bulk; Bwd Avg Packets/Bulk;Bwd Avg Bulk Rate;Subflow Fwd Packets; Subflow Fwd Bytes; Subflow Bwd Packets; Subflow Bwd Bytes;Init_Win_bytes_forward; Init_Win_bytes_backward; act_data_pkt_fwd; min_seg_size_forward;Active Mean; Active Std; Active Max; Active Min;Idle Mean; Idle Std; Idle Max; Idle Min; Label
55180;737;2;1;37;6;31;6;18.5;1767766953;6;6;6;0;368.5;3104198769;588;149;737;737;0;737;737;0;0;0;0;0;1;0;0;0;40;20;2713704206;1356852103;6;31;18.5;1443375673;2083333333;0;1;0;0;1;0;0;0;0;2466666667;18.5;6;40;0;0;0;0;0;0;2;37;1;6;62;0;1;20;0;0;0;0;0;0;0;0;0
55156;3;2;0;37;0;31;6;18.5;1767766953;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;1;0;0;0;40;0;6666666667;0;6;31;2266666667;1443375673;2083333333;0;1;0;0;1;0;0;0;0;34;18.5;0;40;0;0;0;0;0;0;2;37;0;0;62;-1;1;20;0;0;0;0;0;0;0;0;0
55096;3;2;0;37;0;31;6;18.5;1767766953;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;1;0;0;0;40;0;6666666667;0;6;31;2266666667;1443375673;2083333333;0;1;0;0;1;0;0;0;0;34;18.5;0;40;0;0;0;0;0;0;2;37;0;0;60;-1;1;20;0;0;0;0;0;0;0;0;0
55085;3;2;0;37;0;31;6;18.5;1767766953;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;1;0;0;0;40;0;6666666667;0;6;31;2266666667;1443375673;2083333333;0;1;0;0;1;0;0;0;0;34;18.5;0;40;0;0;0;0;0;0;2;37;0;0;62;-1;1;20;0;0;0;0;0;0;0;0;0
8689;276;3;0;43;0;31;6;1433333333;1443375673;0;0;0;0;138;1923330445;274;2;276;138;1923330445;274;2;0;0;0;0;0;0;0;0;0;60;0;1086956522;0;6;31;12.25;12.5;156.25;0;0;0;0;1;0;0;0;0;1633333333;1433333333;0;60;0;0;0;0;0;0;3;43;0;0;62;-1;2;20;0;0;0;0;0;0;0;0;0
8817;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;40905;-1;1;20;0;0;0;0;0;0;0;0;0
8816;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;40905;-1;1;20;0;0;0;0;0;0;0;0;0
8886;1;2;0;12;0;6;6;6;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;40;0;2000000;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;5114;-1;1;20;0;0;0;0;0;0;0;0;0
60350;105;1;1;6;6;6;6;6;0;6;6;6;0;105;0;105;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;9523809524;9523809524;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;1024;274;0;20;0;0;0;0;0;0;0;0;0
60346;66;1;1;6;6;6;6;6;0;6;6;6;0;66;0;66;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;1515151515;1515151515;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;1024;274;0;20;0;0;0;0;0;0;0;0;0
60352;68;1;1;6;6;6;6;6;0;6;6;6;0;68;0;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;1470588235;1470588235;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;1024;320;0;20;0;0;0;0;0;0;0;0;0
8833;48;2;0;12;0;6;6;6;0;0;0;0;0;48;0;48;48;48;48;0;48;48;0;0;0;0;0;0;0;0;0;40;0;4166666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;23;-1;1;20;0;0;0;0;0;0;0;0;0
9331;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;360;-1;1;20;0;0;0;0;0;0;0;0;0
9175;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;385;-1;1;20;0;0;0;0;0;0;0;0;0
8693;16;1;1;6;6;6;6;6;0;6;6;6;0;16;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;62500;62500;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;351;258;0;20;0;0;0;0;0;0;0;0;0
8695;63;1;1;6;6;6;6;6;0;6;6;6;0;63;0;63;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;1587301587;1587301587;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;360;255;0;20;0;0;0;0;0;0;0;0;0
8690;17;1;1;6;6;6;6;6;0;6;6;6;0;17;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;5882352941;5882352941;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;360;255;0;20;0;0;0;0;0;0;0;0;0
8694;123;1;1;6;6;6;6;6;0;6;6;6;0;123;0;123;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;8130081301;8130081301;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;360;255;0;20;0;0;0;0;0;0;0;0;0
57683;4;2;0;12;0;6;6;6;0;0;0;0;0;4;0;4;4;4;4;0;4;4;0;0;0;0;0;0;0;0;0;40;0;500000;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;360;-1;1;20;0;0;0;0;0;0;0;0;0
57662;4;2;0;12;0;6;6;6;0;0;0;0;0;4;0;4;4;4;4;0;4;4;0;0;0;0;0;0;0;0;0;40;0;500000;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;360;-1;1;20;0;0;0;0;0;0;0;0;0
54864;49;2;0;12;0;6;6;6;0;0;0;0;0;49;0;49;49;49;49;0;49;49;0;0;0;0;0;0;0;0;0;40;0;4081632653;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;351;-1;1;20;0;0;0;0;0;0;0;0;0
57680;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;377;-1;1;20;0;0;0;0;0;0;0;0;0
60954;46;1;1;0;0;0;0;0;0;0;0;0;0;46;0;46;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;2173913043;2173913043;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;32;0;0;0;0;0;0;1;0;1;0;340;229;0;32;0;0;0;0;0;0;0;0;0
57681;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;424;-1;1;20;0;0;0;0;0;0;0;0;0
55270;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;360;-1;1;20;0;0;0;0;0;0;0;0;0
55271;251170;3;0;18;0;6;6;6;0;0;0;0;0;125585;1775983534;251166;4;251170;125585;1775983534;251166;4;0;0;0;0;0;0;0;0;0;60;0;119441016;0;6;6;6;0;0;0;0;0;0;1;1;0;0;0;8;6;0;60;0;0;0;0;0;0;3;18;0;0;351;-1;2;20;0;0;0;0;0;0;0;0;0
57674;49;2;0;12;0;6;6;6;0;0;0;0;0;49;0;49;49;49;49;0;49;49;0;0;0;0;0;0;0;0;0;40;0;4081632653;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;360;-1;1;20;0;0;0;0;0;0;0;0;0
50485;62;1;1;0;0;0;0;0;0;0;0;0;0;62;0;62;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;1612903226;1612903226;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;32;0;0;0;0;0;0;1;0;1;0;378;558;0;32;0;0;0;0;0;0;0;0;0
57686;175;2;1;12;6;6;6;6;0;6;6;6;0;87.5;2333452378;104;71;175;175;0;175;175;0;0;0;0;0;0;0;0;0;40;20;1142857143;5714285714;6;6;6;0;0;0;0;0;0;1;0;0;0;0;8;6;6;40;0;0;0;0;0;0;2;12;1;6;360;255;1;20;0;0;0;0;0;0;0;0;0
33666;37;1;1;0;0;0;0;0;0;0;0;0;0;37;0;37;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;2702702703;2702702703;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;32;0;0;0;0;0;0;1;0;1;0;340;586;0;32;0;0;0;0;0;0;0;0;0
8883;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;40929;-1;1;20;0;0;0;0;0;0;0;0;0
8884;3;2;0;12;0;6;6;6;0;0;0;0;0;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;40;0;6666666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;40929;-1;1;20;0;0;0;0;0;0;0;0;0
55245;96;1;1;6;6;6;6;6;0;6;6;6;0;96;0;96;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;1041666667;1041666667;6;6;6;0;0;0;0;0;0;1;1;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;16384;256;0;20;0;0;0;0;0;0;0;0;0
55150;1;2;0;12;0;6;6;6;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;40;0;2000000;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;5574;-1;1;20;0;0;0;0;0;0;0;0;0
55043;0;2;0;12;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;4737;-1;1;20;0;0;0;0;0;0;0;0;0
55040;48;2;0;12;0;6;6;6;0;0;0;0;0;48;0;48;48;48;48;0;48;48;0;0;0;0;0;0;0;0;0;40;0;4166666667;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;4737;-1;1;20;0;0;0;0;0;0;0;0;0
55039;1;2;0;12;0;6;6;6;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;40;0;2000000;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;4737;-1;1;20;0;0;0;0;0;0;0;0;0
55043;999588;2;0;12;0;6;6;6;0;0;0;0;0;999588;0;999588;999588;999588;999588;0;999588;999588;0;0;0;0;0;0;0;0;0;40;0;200082434;0;6;6;6;0;0;0;0;0;0;1;0;0;0;0;9;6;0;40;0;0;0;0;0;0;2;12;0;0;4737;-1;1;20;0;0;0;0;0;0;0;0;0
55039;75;1;1;6;6;6;6;6;0;6;6;6;0;75;0;75;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;1333333333;1333333333;6;6;6;0;0;0;0;0;0;1;0;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;4737;63668;0;20;0;0;0;0;0;0;0;0;0
55040;32;1;1;6;6;6;6;6;0;6;6;6;0;32;0;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;31250;31250;6;6;6;0;0;0;0;0;0;1;0;0;0;1;9;6;6;20;0;0;0;0;0;0;1;6;1;6;4737;64189;0;20;0;0;0;0;0;0;0;0;0
53;71693;2;2;74;176;37;37;37;0;88;88;88;0;2389766667;4134867743;71643;3;47;47;0;47;47;3;3;0;3;3;0;0;0;0;40;64;2789672632;2789672632;37;88;57.4;2793385043;780.3;0;0;0;0;0;0;0;0;1;71.75;37;88;40;0;0;0;0;0;0;2;74;2;176;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;60738;2;2;74;200;37;37;37;0;100;100;100;0;20246;3506190451;60732;2;2;2;0;2;2;4;4;0;4;4;0;0;0;0;40;40;3292831506;3292831506;37;100;62.2;3450652112;1190.7;0;0;0;0;0;0;0;0;1;77.75;37;100;40;0;0;0;0;0;0;2;74;2;200;-1;-1;1;20;0;0;0;0;0;0;0;0;0
21;126188;20;25;176;440;43;0;8.8;1268069399;52;0;17.6;161606518;2867909091;1237764297;70791;1;126117;6637736842;2612226872;114215;1;126048;5252;165452078;70791;1;0;0;0;0;656;816;1584936761;1981170951;0;52;1339130435;1517816891;2303768116;0;0;0;1;0;0;0;0;1;1368888889;8.8;17.6;656;0;0;0;0;0;0;20;176;25;440;29200;227;12;32;0;0;0;0;0;0;0;0;0
